 -30.0000000 1   0.0000000
 -29.8999996 1   0.0000000
 -29.8000011 1   0.0000000
 -29.7000008 1   0.0000000
 -29.6000004 1   0.0000000
 -29.5000000 1   0.0000000
 -29.3999996 1   0.0000000
 -29.3000011 1   0.0000000
 -29.2000008 1   0.0000000
 -29.1000004 1   0.0000000
 -29.0000000 1   0.0000000
 -28.8999996 1   0.0000000
 -28.8000011 1   0.0000000
 -28.7000008 1   0.0000000
 -28.6000004 1   0.0000000
 -28.5000000 1   0.0000000
 -28.3999996 1   0.0000000
 -28.3000011 1   0.0000000
 -28.2000008 1   0.0000000
 -28.1000004 1   0.0000000
 -28.0000000 1   0.0000000
 -27.8999996 1   0.0000000
 -27.8000011 1   0.0000000
 -27.7000008 1   0.0000000
 -27.6000004 1   0.0000000
 -27.5000000 1   0.0000000
 -27.3999996 1   0.0000000
 -27.3000011 1   0.0000000
 -27.2000008 1   0.0000000
 -27.1000004 1   0.0000000
 -27.0000000 1   0.0000000
 -26.8999996 1   0.0000000
 -26.8000011 1   0.0000000
 -26.7000008 1   0.0000000
 -26.6000004 1   0.0000000
 -26.5000000 1   0.0000000
 -26.3999996 1   0.0000000
 -26.3000011 1   0.0000000
 -26.2000008 1   0.0000000
 -26.1000004 1   0.0000000
 -26.0000000 1   0.0000000
 -25.8999996 1   0.0000000
 -25.8000011 1   0.0000000
 -25.7000008 1   0.0000000
 -25.6000004 1   0.0000000
 -25.5000000 1   0.0000000
 -25.3999996 1   0.0000000
 -25.3000011 1   0.0000000
 -25.2000008 1   0.0000000
 -25.1000004 1   0.0000000
 -25.0000000 1   0.0000000
 -24.8999996 1   0.0000000
 -24.8000011 1   0.0000000
 -24.7000008 1   0.0000000
 -24.6000004 1   0.0000000
 -24.5000000 1   0.0000000
 -24.3999996 1   0.0000000
 -24.3000011 1   0.0000000
 -24.2000008 1   0.0000000
 -24.1000004 1   0.0000000
 -24.0000000 1   0.0000000
 -23.8999996 1   0.0000000
 -23.8000011 1   0.0000000
 -23.7000008 1   0.0000000
 -23.6000004 1   0.0000000
 -23.5000000 1   0.0000000
 -23.3999996 1   0.0000000
 -23.3000011 1   0.0000000
 -23.2000008 1   0.0000000
 -23.1000004 1   0.0000000
 -23.0000000 1   0.0000000
 -22.8999996 1   0.0000000
 -22.8000011 1   0.0000000
 -22.7000008 1   0.0000000
 -22.6000004 1   0.0000000
 -22.5000000 1   0.0000000
 -22.3999996 1   0.0000000
 -22.3000011 1   0.0000000
 -22.2000008 1   0.0000000
 -22.1000004 1   0.0000000
 -22.0000000 1   0.0000000
 -21.8999996 1   0.0000000
 -21.8000011 1   0.0000000
 -21.7000008 1   0.0000000
 -21.6000004 1   0.0000000
 -21.5000000 1   0.0000000
 -21.3999996 1   0.0000000
 -21.3000011 1   0.0000000
 -21.2000008 1   0.0000000
 -21.1000004 1   0.0000000
 -21.0000000 1   0.0000000
 -20.8999996 1   0.0000000
 -20.8000011 1   0.0000000
 -20.7000008 1   0.0000000
 -20.6000004 1   0.0000000
 -20.5000000 1   0.0000000
 -20.3999996 1   0.0000000
 -20.3000011 1   0.0000000
 -20.2000008 1   0.0000000
 -20.1000004 1   0.0000000
 -20.0000000 1   0.0000000
 -19.8999996 1   0.0000000
 -19.8000011 1   0.0000000
 -19.7000008 1   0.0000000
 -19.6000004 1   0.0000000
 -19.5000000 1   0.0000000
 -19.3999996 1   0.0000000
 -19.3000011 1   0.0000000
 -19.2000008 1   0.0000000
 -19.1000004 1   0.0000000
 -19.0000000 1   0.0000000
 -18.8999996 1   0.0000000
 -18.8000011 1   0.0000000
 -18.7000008 1   0.0000000
 -18.6000004 1   0.0000000
 -18.5000000 1   0.0000000
 -18.3999996 1   0.0000000
 -18.3000011 1   0.0000000
 -18.2000008 1   0.0000000
 -18.1000004 1   0.0000000
 -18.0000000 1   0.0000000
 -17.8999996 1   0.0000000
 -17.8000011 1   0.0000000
 -17.7000008 1   0.0000000
 -17.6000004 1   0.0000000
 -17.5000000 1   0.0000000
 -17.3999996 1   0.0000000
 -17.3000011 1   0.0000000
 -17.2000008 1   0.0000000
 -17.1000004 1   0.0000000
 -17.0000000 1   0.0000000
 -16.8999996 1   0.0000000
 -16.8000011 1   0.0000000
 -16.7000008 1   0.0000000
 -16.6000004 1   0.0000000
 -16.5000000 1   0.0000000
 -16.3999996 1   0.0000000
 -16.3000011 1   0.0000000
 -16.2000008 1   0.0000000
 -16.1000004 1   0.0000000
 -16.0000000 1   0.0000000
 -15.9000006 1   0.0000000
 -15.8000002 1   0.0000000
 -15.6999998 1   0.0000000
 -15.6000004 1   0.0000000
 -15.5000000 1   0.0000000
 -15.4000006 1   0.0000000
 -15.3000002 1   0.0000000
 -15.1999998 1   0.0000000
 -15.1000004 1   0.0000000
 -15.0000000 1   0.0000000
 -14.9000006 1   0.0000000
 -14.8000002 1   0.0000000
 -14.6999998 1   0.0000000
 -14.6000004 1   0.0000000
 -14.5000000 1   0.0000000
 -14.4000006 1   0.0000000
 -14.3000002 1   0.0000000
 -14.1999998 1   0.0000000
 -14.1000004 1   0.0000000
 -14.0000000 1   0.0000000
 -13.9000006 1   0.0000000
 -13.8000002 1   0.0000000
 -13.6999998 1   0.0000000
 -13.6000004 1   0.0000000
 -13.5000000 1   0.0000000
 -13.4000006 1   0.0000000
 -13.3000002 1   0.0000000
 -13.1999998 1   0.0000000
 -13.1000004 1   0.0000000
 -13.0000000 1   0.0000000
