  -3.00000000      -3.00000000       0.00000000    
  -2.90000010      -3.00000000       0.00000000    
  -2.79999995      -3.00000000       0.00000000    
  -2.70000005      -3.00000000       0.00000000    
  -2.60000014      -3.00000000       0.00000000    
  -2.50000000      -3.00000000       0.00000000    
  -2.40000010      -3.00000000       0.00000000    
  -2.29999995      -3.00000000       0.00000000    
  -2.20000005      -3.00000000       0.00000000    
  -2.10000014      -3.00000000       0.00000000    
  -2.00000000      -3.00000000       0.00000000    
  -1.89999998      -3.00000000       0.00000000    
  -1.80000007      -3.00000000       0.00000000    
  -1.70000005      -3.00000000       0.00000000    
  -1.60000002      -3.00000000       0.00000000    
  -1.50000000      -3.00000000       0.00000000    
  -1.39999998      -3.00000000       0.00000000    
  -1.30000007      -3.00000000       0.00000000    
  -1.20000005      -3.00000000       0.00000000    
  -1.10000002      -3.00000000       0.00000000    
  -1.00000000      -3.00000000       0.00000000    
 -0.900000036      -3.00000000       0.00000000    
 -0.800000012      -3.00000000       0.00000000    
 -0.699999988      -3.00000000       0.00000000    
 -0.600000024      -3.00000000       0.00000000    
 -0.500000000      -3.00000000       0.00000000    
 -0.400000006      -3.00000000       0.00000000    
 -0.300000012      -3.00000000       0.00000000    
 -0.200000003      -3.00000000       0.00000000    
 -0.100000001      -3.00000000       0.00000000    
   0.00000000      -3.00000000       0.00000000    
  0.100000001      -3.00000000       0.00000000    
  0.200000003      -3.00000000       0.00000000    
  0.300000012      -3.00000000       0.00000000    
  0.400000006      -3.00000000       0.00000000    
  0.500000000      -3.00000000       0.00000000    
  0.600000024      -3.00000000       0.00000000    
  0.699999988      -3.00000000       0.00000000    
  0.800000012      -3.00000000       0.00000000    
  0.900000036      -3.00000000       0.00000000    
   1.00000000      -3.00000000       0.00000000    
   1.10000002      -3.00000000       0.00000000    
   1.20000005      -3.00000000       0.00000000    
   1.30000007      -3.00000000       0.00000000    
   1.39999998      -3.00000000       0.00000000    
   1.50000000      -3.00000000       0.00000000    
   1.60000002      -3.00000000       0.00000000    
   1.70000005      -3.00000000       0.00000000    
   1.80000007      -3.00000000       0.00000000    
   1.89999998      -3.00000000       0.00000000    
   2.00000000      -3.00000000       0.00000000    
   2.10000014      -3.00000000       0.00000000    
   2.20000005      -3.00000000       0.00000000    
   2.29999995      -3.00000000       0.00000000    
   2.40000010      -3.00000000       0.00000000    
   2.50000000      -3.00000000       0.00000000    
   2.60000014      -3.00000000       0.00000000    
   2.70000005      -3.00000000       0.00000000    
   2.79999995      -3.00000000       0.00000000    
   2.90000010      -3.00000000       0.00000000    
   3.00000000      -3.00000000       0.00000000    

  -3.00000000      -2.90000010       0.00000000    
  -2.90000010      -2.90000010       0.00000000    
  -2.79999995      -2.90000010       0.00000000    
  -2.70000005      -2.90000010       0.00000000    
  -2.60000014      -2.90000010       0.00000000    
  -2.50000000      -2.90000010       0.00000000    
  -2.40000010      -2.90000010       0.00000000    
  -2.29999995      -2.90000010       0.00000000    
  -2.20000005      -2.90000010       0.00000000    
  -2.10000014      -2.90000010       0.00000000    
  -2.00000000      -2.90000010       0.00000000    
  -1.89999998      -2.90000010       0.00000000    
  -1.80000007      -2.90000010       0.00000000    
  -1.70000005      -2.90000010       0.00000000    
  -1.60000002      -2.90000010       0.00000000    
  -1.50000000      -2.90000010       0.00000000    
  -1.39999998      -2.90000010       0.00000000    
  -1.30000007      -2.90000010       0.00000000    
  -1.20000005      -2.90000010       0.00000000    
  -1.10000002      -2.90000010       0.00000000    
  -1.00000000      -2.90000010       0.00000000    
 -0.900000036      -2.90000010       0.00000000    
 -0.800000012      -2.90000010       0.00000000    
 -0.699999988      -2.90000010       0.00000000    
 -0.600000024      -2.90000010       0.00000000    
 -0.500000000      -2.90000010       0.00000000    
 -0.400000006      -2.90000010       0.00000000    
 -0.300000012      -2.90000010       0.00000000    
 -0.200000003      -2.90000010       0.00000000    
 -0.100000001      -2.90000010       0.00000000    
   0.00000000      -2.90000010       0.00000000    
  0.100000001      -2.90000010       0.00000000    
  0.200000003      -2.90000010       0.00000000    
  0.300000012      -2.90000010       0.00000000    
